Substance encoding,Random_Seed,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Best cumulative yield
MORDRED,1350,6,7,[0.0],0.0,49.57
MORDRED,1350,7,8,[19.77],19.77,49.57
MORDRED,1350,8,9,[29.57],29.57,49.57
MORDRED,1350,9,10,[45.73],45.73,49.57
MORDRED,1350,10,11,[80.65],80.65,80.65
MORDRED,1350,11,12,[63.2],63.2,80.65
MORDRED,1350,12,13,[76.66],76.66,80.65
MORDRED,1350,13,14,[80.86],80.86,80.86
MORDRED,1350,14,15,[60.29],60.29,80.86
MORDRED,1350,15,16,[77.52],77.52,80.86
MORDRED,1350,16,17,[50.74],50.74,80.86
MORDRED,1350,17,18,[52.23],52.23,80.86
MORDRED,1350,18,19,[67.57],67.57,80.86
MORDRED,1350,19,20,[98.38],98.38,98.38
MORDRED,1350,20,21,[89.95],89.95,98.38
MORDRED,1350,21,22,[96.64],96.64,98.38
MORDRED,1350,22,23,[99.81],99.81,99.81
MORDRED,1350,23,24,[92.19],92.19,99.81
MORDRED,1350,24,25,[83.22],83.22,99.81
MORDRED,1350,25,26,[99.22],99.22,99.81
MORDRED,1350,26,27,[87.59],87.59,99.81
MORDRED,1350,27,28,[0.0],0.0,99.81
MORDRED,1350,28,29,[92.03],92.03,99.81
MORDRED,1350,29,30,[81.63],81.63,99.81
MORDRED,1350,30,31,[87.0],87.0,99.81
MORDRED,1350,31,32,[83.85],83.85,99.81
MORDRED,1350,32,33,[51.83],51.83,99.81
MORDRED,1350,33,34,[14.06],14.06,99.81
MORDRED,1350,34,35,[98.49],98.49,99.81
MORDRED,1350,35,36,[84.03],84.03,99.81
MORDRED,1350,36,37,[62.75],62.75,99.81
MORDRED,1350,37,38,[80.39],80.39,99.81
MORDRED,1350,38,39,[45.01],45.01,99.81
MORDRED,1350,39,40,[84.49],84.49,99.81
MORDRED,1351,0,1,[8.16],8.16,8.16
MORDRED,1351,1,2,[53.02],53.02,53.02
MORDRED,1351,2,3,[0.0],0.0,53.02
MORDRED,1351,3,4,[44.4],44.4,53.02
MORDRED,1351,4,5,[52.08],52.08,53.02
MORDRED,1351,5,6,[24.55],24.55,53.02
MORDRED,1351,6,7,[23.8],23.8,53.02
MORDRED,1351,7,8,[27.41],27.41,53.02
MORDRED,1351,8,9,[12.25],12.25,53.02
MORDRED,1351,9,10,[92.19],92.19,92.19
MORDRED,1351,10,11,[84.03],84.03,92.19
MORDRED,1351,11,12,[26.69],26.69,92.19
MORDRED,1351,12,13,[13.88],13.88,92.19
MORDRED,1351,13,14,[28.9],28.9,92.19
MORDRED,1351,14,15,[9.96],9.96,92.19
MORDRED,1351,15,16,[0.4],0.4,92.19
MORDRED,1351,16,17,[0.0],0.0,92.19
MORDRED,1351,17,18,[3.6],3.6,92.19
MORDRED,1351,18,19,[5.22],5.22,92.19
MORDRED,1351,19,20,[5.75],5.75,92.19
MORDRED,1351,20,21,[2.41],2.41,92.19
MORDRED,1351,21,22,[5.47],5.47,92.19
MORDRED,1351,22,23,[5.49],5.49,92.19
MORDRED,1351,23,24,[3.14],3.14,92.19
MORDRED,1351,24,25,[5.03],5.03,92.19
MORDRED,1351,25,26,[5.95],5.95,92.19
MORDRED,1351,26,27,[0.0],0.0,92.19
MORDRED,1351,27,28,[99.98],99.98,99.98
MORDRED,1351,28,29,[80.65],80.65,99.98
MORDRED,1351,29,30,[96.38],96.38,99.98
MORDRED,1351,30,31,[71.81],71.81,99.98
MORDRED,1351,31,32,[99.22],99.22,99.98
MORDRED,1351,32,33,[19.64],19.64,99.98
MORDRED,1351,33,34,[95.48],95.48,99.98
MORDRED,1351,34,35,[50.74],50.74,99.98
MORDRED,1351,35,36,[100.0],100.0,100.0
MORDRED,1351,36,37,[83.25],83.25,100.0
MORDRED,1351,37,38,[91.19],91.19,100.0
MORDRED,1351,38,39,[99.81],99.81,100.0
MORDRED,1351,39,40,[89.95],89.95,100.0
MORDRED,1352,0,1,[0.0],0.0,0.0
MORDRED,1352,1,2,[6.73],6.73,6.73
MORDRED,1352,2,3,[28.9],28.9,28.9
MORDRED,1352,3,4,[0.0],0.0,28.9
MORDRED,1352,4,5,[17.63],17.63,28.9
MORDRED,1352,5,6,[60.29],60.29,60.29
MORDRED,1352,6,7,[11.99],11.99,60.29
MORDRED,1352,7,8,[59.82],59.82,60.29
MORDRED,1352,8,9,[91.19],91.19,91.19
MORDRED,1352,9,10,[1.12],1.12,91.19
MORDRED,1352,10,11,[19.13],19.13,91.19
MORDRED,1352,11,12,[15.98],15.98,91.19
MORDRED,1352,12,13,[99.98],99.98,99.98
MORDRED,1352,13,14,[50.74],50.74,99.98
MORDRED,1352,14,15,[62.33],62.33,99.98
MORDRED,1352,15,16,[69.03],69.03,99.98
MORDRED,1352,16,17,[63.2],63.2,99.98
MORDRED,1352,17,18,[0.0],0.0,99.98
MORDRED,1352,18,19,[20.6],20.6,99.98
MORDRED,1352,19,20,[3.6],3.6,99.98
MORDRED,1352,20,21,[5.22],5.22,99.98
MORDRED,1352,21,22,[80.86],80.86,99.98
MORDRED,1352,22,23,[5.75],5.75,99.98
MORDRED,1352,23,24,[27.41],27.41,99.98
MORDRED,1352,24,25,[80.65],80.65,99.98
MORDRED,1352,25,26,[2.41],2.41,99.98
MORDRED,1352,26,27,[45.37],45.37,99.98
MORDRED,1352,27,28,[7.65],7.65,99.98
MORDRED,1352,28,29,[5.47],5.47,99.98
MORDRED,1352,29,30,[96.38],96.38,99.98
MORDRED,1352,30,31,[5.49],5.49,99.98
MORDRED,1352,31,32,[3.14],3.14,99.98
MORDRED,1352,32,33,[5.03],5.03,99.98
MORDRED,1352,33,34,[36.46],36.46,99.98
MORDRED,1352,34,35,[5.95],5.95,99.98
MORDRED,1352,35,36,[71.43],71.43,99.98
MORDRED,1352,36,37,[77.01],77.01,99.98
MORDRED,1352,37,38,[19.64],19.64,99.98
MORDRED,1352,38,39,[78.44],78.44,99.98
MORDRED,1352,39,40,[53.81],53.81,99.98
MORDRED,1353,0,1,[0.0],0.0,0.0
MORDRED,1353,1,2,[10.77],10.77,10.77
MORDRED,1353,2,3,[91.19],91.19,91.19
MORDRED,1353,3,4,[71.81],71.81,91.19
MORDRED,1353,4,5,[38.8],38.8,91.19
MORDRED,1353,5,6,[0.0],0.0,91.19
MORDRED,1353,6,7,[80.86],80.86,91.19
MORDRED,1353,7,8,[44.47],44.47,91.19
MORDRED,1353,8,9,[30.17],30.17,91.19
MORDRED,1353,9,10,[62.33],62.33,91.19
MORDRED,1353,10,11,[63.2],63.2,91.19
MORDRED,1353,11,12,[50.74],50.74,91.19
MORDRED,1353,12,13,[1.89],1.89,91.19
MORDRED,1353,13,14,[16.95],16.95,91.19
MORDRED,1353,14,15,[8.82],8.82,91.19
MORDRED,1353,15,16,[26.69],26.69,91.19
MORDRED,1353,16,17,[77.52],77.52,91.19
MORDRED,1353,17,18,[99.81],99.81,99.81
MORDRED,1353,18,19,[89.95],89.95,99.81
MORDRED,1353,19,20,[98.38],98.38,99.81
MORDRED,1353,20,21,[96.64],96.64,99.81
MORDRED,1353,21,22,[83.22],83.22,99.81
MORDRED,1353,22,23,[87.59],87.59,99.81
MORDRED,1353,23,24,[99.22],99.22,99.81
MORDRED,1353,24,25,[2.78],2.78,99.81
MORDRED,1353,25,26,[0.89],0.89,99.81
MORDRED,1353,26,27,[81.63],81.63,99.81
MORDRED,1353,27,28,[92.19],92.19,99.81
MORDRED,1353,28,29,[78.93],78.93,99.81
MORDRED,1353,29,30,[98.49],98.49,99.81
MORDRED,1353,30,31,[80.65],80.65,99.81
MORDRED,1353,31,32,[79.1],79.1,99.81
MORDRED,1353,32,33,[78.19],78.19,99.81
MORDRED,1353,33,34,[58.4],58.4,99.81
MORDRED,1353,34,35,[52.08],52.08,99.81
MORDRED,1353,35,36,[0.0],0.0,99.81
MORDRED,1353,36,37,[15.64],15.64,99.81
MORDRED,1353,37,38,[50.7],50.7,99.81
MORDRED,1353,38,39,[2.33],2.33,99.81
MORDRED,1353,39,40,[83.85],83.85,99.81
MORDRED,1354,0,1,[52.22],52.22,52.22
MORDRED,1354,1,2,[10.66],10.66,52.22
MORDRED,1354,2,3,[0.0],0.0,52.22
MORDRED,1354,3,4,[17.16],17.16,52.22
MORDRED,1354,4,5,[33.69],33.69,52.22
MORDRED,1354,5,6,[24.11],24.11,52.22
MORDRED,1354,6,7,[3.96],3.96,52.22
MORDRED,1354,7,8,[84.03],84.03,84.03
MORDRED,1354,8,9,[13.02],13.02,84.03
MORDRED,1354,9,10,[0.0],0.0,84.03
MORDRED,1354,10,11,[9.96],9.96,84.03
MORDRED,1354,11,12,[99.98],99.98,99.98
MORDRED,1354,12,13,[50.74],50.74,99.98
MORDRED,1354,13,14,[62.33],62.33,99.98
MORDRED,1354,14,15,[19.99],19.99,99.98
MORDRED,1354,15,16,[3.6],3.6,99.98
MORDRED,1354,16,17,[5.22],5.22,99.98
MORDRED,1354,17,18,[53.61],53.61,99.98
MORDRED,1354,18,19,[5.75],5.75,99.98
MORDRED,1354,19,20,[1.89],1.89,99.98
MORDRED,1354,20,21,[99.22],99.22,99.98
MORDRED,1354,21,22,[95.48],95.48,99.98
MORDRED,1354,22,23,[81.63],81.63,99.98
MORDRED,1354,23,24,[92.19],92.19,99.98
MORDRED,1354,24,25,[68.17],68.17,99.98
MORDRED,1354,25,26,[92.03],92.03,99.98
MORDRED,1354,26,27,[83.85],83.85,99.98
MORDRED,1354,27,28,[78.19],78.19,99.98
MORDRED,1354,28,29,[100.0],100.0,100.0
MORDRED,1354,29,30,[2.33],2.33,100.0
MORDRED,1354,30,31,[78.6],78.6,100.0
MORDRED,1354,31,32,[91.39],91.39,100.0
MORDRED,1354,32,33,[43.84],43.84,100.0
MORDRED,1354,33,34,[50.7],50.7,100.0
MORDRED,1354,34,35,[98.38],98.38,100.0
MORDRED,1354,35,36,[99.81],99.81,100.0
MORDRED,1354,36,37,[83.22],83.22,100.0
MORDRED,1354,37,38,[87.59],87.59,100.0
MORDRED,1354,38,39,[39.57],39.57,100.0
MORDRED,1354,39,40,[96.64],96.64,100.0
MORDRED,1355,0,1,[18.16],18.16,18.16
MORDRED,1355,1,2,[22.3],22.3,22.3
MORDRED,1355,2,3,[20.67],20.67,22.3
MORDRED,1355,3,4,[5.65],5.65,22.3
MORDRED,1355,4,5,[6.44],6.44,22.3
MORDRED,1355,5,6,[0.0],0.0,22.3
MORDRED,1355,6,7,[92.03],92.03,92.03
MORDRED,1355,7,8,[50.7],50.7,92.03
MORDRED,1355,8,9,[0.0],0.0,92.03
MORDRED,1355,9,10,[50.74],50.74,92.03
MORDRED,1355,10,11,[19.71],19.71,92.03
MORDRED,1355,11,12,[24.55],24.55,92.03
MORDRED,1355,12,13,[3.6],3.6,92.03
MORDRED,1355,13,14,[5.22],5.22,92.03
MORDRED,1355,14,15,[5.75],5.75,92.03
MORDRED,1355,15,16,[2.41],2.41,92.03
MORDRED,1355,16,17,[5.47],5.47,92.03
MORDRED,1355,17,18,[5.49],5.49,92.03
MORDRED,1355,18,19,[3.14],3.14,92.03
MORDRED,1355,19,20,[5.03],5.03,92.03
MORDRED,1355,20,21,[92.19],92.19,92.19
MORDRED,1355,21,22,[75.28],75.28,92.19
MORDRED,1355,22,23,[81.63],81.63,92.19
MORDRED,1355,23,24,[87.59],87.59,92.19
MORDRED,1355,24,25,[83.85],83.85,92.19
MORDRED,1355,25,26,[98.38],98.38,98.38
MORDRED,1355,26,27,[96.64],96.64,98.38
MORDRED,1355,27,28,[83.22],83.22,98.38
MORDRED,1355,28,29,[0.0],0.0,98.38
MORDRED,1355,29,30,[99.81],99.81,99.81
MORDRED,1355,30,31,[89.95],89.95,99.81
MORDRED,1355,31,32,[28.9],28.9,99.81
MORDRED,1355,32,33,[53.11],53.11,99.81
MORDRED,1355,33,34,[79.1],79.1,99.81
MORDRED,1355,34,35,[78.93],78.93,99.81
MORDRED,1355,35,36,[7.54],7.54,99.81
MORDRED,1355,36,37,[43.12],43.12,99.81
MORDRED,1355,37,38,[48.34],48.34,99.81
MORDRED,1355,38,39,[13.88],13.88,99.81
MORDRED,1355,39,40,[80.65],80.65,99.81
MORDRED,1356,0,1,[0.0],0.0,0.0
MORDRED,1356,1,2,[60.29],60.29,60.29
MORDRED,1356,2,3,[78.6],78.6,78.6
MORDRED,1356,3,4,[89.14],89.14,89.14
MORDRED,1356,4,5,[88.89],88.89,89.14
MORDRED,1356,5,6,[1.68],1.68,89.14
MORDRED,1356,6,7,[31.43],31.43,89.14
MORDRED,1356,7,8,[2.13],2.13,89.14
MORDRED,1356,8,9,[6.73],6.73,89.14
MORDRED,1356,9,10,[89.95],89.95,89.95
MORDRED,1356,10,11,[92.03],92.03,92.03
MORDRED,1356,11,12,[62.75],62.75,92.03
MORDRED,1356,12,13,[38.65],38.65,92.03
MORDRED,1356,13,14,[14.24],14.24,92.03
MORDRED,1356,14,15,[83.62],83.62,92.03
MORDRED,1356,15,16,[62.04],62.04,92.03
MORDRED,1356,16,17,[99.81],99.81,99.81
MORDRED,1356,17,18,[29.51],29.51,99.81
MORDRED,1356,18,19,[77.52],77.52,99.81
MORDRED,1356,19,20,[98.38],98.38,99.81
MORDRED,1356,20,21,[96.64],96.64,99.81
MORDRED,1356,21,22,[83.22],83.22,99.81
MORDRED,1356,22,23,[87.59],87.59,99.81
MORDRED,1356,23,24,[92.19],92.19,99.81
MORDRED,1356,24,25,[82.13],82.13,99.81
MORDRED,1356,25,26,[99.22],99.22,99.81
MORDRED,1356,26,27,[51.83],51.83,99.81
MORDRED,1356,27,28,[81.63],81.63,99.81
MORDRED,1356,28,29,[71.81],71.81,99.81
MORDRED,1356,29,30,[39.57],39.57,99.81
MORDRED,1356,30,31,[16.07],16.07,99.81
MORDRED,1356,31,32,[3.33],3.33,99.81
MORDRED,1356,32,33,[68.17],68.17,99.81
MORDRED,1356,33,34,[76.59],76.59,99.81
MORDRED,1356,34,35,[87.0],87.0,99.81
MORDRED,1356,35,36,[80.86],80.86,99.81
MORDRED,1356,36,37,[24.55],24.55,99.81
MORDRED,1356,37,38,[5.15],5.15,99.81
MORDRED,1356,38,39,[80.39],80.39,99.81
MORDRED,1356,39,40,[77.58],77.58,99.81
MORDRED,1357,0,1,[83.83],83.83,83.83
MORDRED,1357,1,2,[37.3],37.3,83.83
MORDRED,1357,2,3,[0.0],0.0,83.83
MORDRED,1357,3,4,[36.73],36.73,83.83
MORDRED,1357,4,5,[0.66],0.66,83.83
MORDRED,1357,5,6,[0.0],0.0,83.83
MORDRED,1357,6,7,[36.32],36.32,83.83
MORDRED,1357,7,8,[5.24],5.24,83.83
MORDRED,1357,8,9,[29.45],29.45,83.83
MORDRED,1357,9,10,[0.0],0.0,83.83
MORDRED,1357,10,11,[28.4],28.4,83.83
MORDRED,1357,11,12,[13.34],13.34,83.83
MORDRED,1357,12,13,[3.6],3.6,83.83
MORDRED,1357,13,14,[5.22],5.22,83.83
MORDRED,1357,14,15,[5.75],5.75,83.83
MORDRED,1357,15,16,[2.41],2.41,83.83
MORDRED,1357,16,17,[5.47],5.47,83.83
MORDRED,1357,17,18,[0.0],0.0,83.83
MORDRED,1357,18,19,[5.49],5.49,83.83
MORDRED,1357,19,20,[3.14],3.14,83.83
MORDRED,1357,20,21,[5.03],5.03,83.83
MORDRED,1357,21,22,[5.95],5.95,83.83
MORDRED,1357,22,23,[0.0],0.0,83.83
MORDRED,1357,23,24,[0.0],0.0,83.83
MORDRED,1357,24,25,[0.0],0.0,83.83
MORDRED,1357,25,26,[0.12],0.12,83.83
MORDRED,1357,26,27,[0.0],0.0,83.83
MORDRED,1357,27,28,[0.0],0.0,83.83
MORDRED,1357,28,29,[2.13],2.13,83.83
MORDRED,1357,29,30,[7.71],7.71,83.83
MORDRED,1357,30,31,[4.3],4.3,83.83
MORDRED,1357,31,32,[57.27],57.27,83.83
MORDRED,1357,32,33,[47.03],47.03,83.83
MORDRED,1357,33,34,[37.38],37.38,83.83
MORDRED,1357,34,35,[68.71],68.71,83.83
MORDRED,1357,35,36,[33.69],33.69,83.83
MORDRED,1357,36,37,[11.5],11.5,83.83
MORDRED,1357,37,38,[7.84],7.84,83.83
MORDRED,1357,38,39,[50.7],50.7,83.83
MORDRED,1357,39,40,[99.22],99.22,99.22
MORDRED,1358,0,1,[53.46],53.46,53.46
MORDRED,1358,1,2,[52.23],52.23,53.46
MORDRED,1358,2,3,[0.0],0.0,53.46
MORDRED,1358,3,4,[33.6],33.6,53.46
MORDRED,1358,4,5,[0.66],0.66,53.46
MORDRED,1358,5,6,[38.65],38.65,53.46
MORDRED,1358,6,7,[12.91],12.91,53.46
MORDRED,1358,7,8,[92.19],92.19,92.19
MORDRED,1358,8,9,[0.0],0.0,92.19
MORDRED,1358,9,10,[0.4],0.4,92.19
MORDRED,1358,10,11,[3.18],3.18,92.19
MORDRED,1358,11,12,[0.74],0.74,92.19
MORDRED,1358,12,13,[98.38],98.38,98.38
MORDRED,1358,13,14,[99.22],99.22,99.22
MORDRED,1358,14,15,[99.81],99.81,99.81
MORDRED,1358,15,16,[87.0],87.0,99.81
MORDRED,1358,16,17,[74.3],74.3,99.81
MORDRED,1358,17,18,[2.64],2.64,99.81
MORDRED,1358,18,19,[100.0],100.0,100.0
MORDRED,1358,19,20,[32.21],32.21,100.0
MORDRED,1358,20,21,[43.84],43.84,100.0
MORDRED,1358,21,22,[96.64],96.64,100.0
MORDRED,1358,22,23,[83.22],83.22,100.0
MORDRED,1358,23,24,[89.95],89.95,100.0
MORDRED,1358,24,25,[87.59],87.59,100.0
MORDRED,1358,25,26,[81.63],81.63,100.0
MORDRED,1358,26,27,[62.04],62.04,100.0
MORDRED,1358,27,28,[60.29],60.29,100.0
MORDRED,1358,28,29,[98.49],98.49,100.0
MORDRED,1358,29,30,[45.73],45.73,100.0
MORDRED,1358,30,31,[89.14],89.14,100.0
MORDRED,1358,31,32,[39.57],39.57,100.0
MORDRED,1358,32,33,[67.21],67.21,100.0
MORDRED,1358,33,34,[82.13],82.13,100.0
MORDRED,1358,34,35,[78.93],78.93,100.0
MORDRED,1358,35,36,[5.4],5.4,100.0
MORDRED,1358,36,37,[83.85],83.85,100.0
MORDRED,1358,37,38,[50.7],50.7,100.0
MORDRED,1358,38,39,[95.48],95.48,100.0
MORDRED,1358,39,40,[16.77],16.77,100.0
MORDRED,1359,0,1,[0.0],0.0,0.0
MORDRED,1359,1,2,[9.32],9.32,9.32
MORDRED,1359,2,3,[5.15],5.15,9.32
MORDRED,1359,3,4,[54.55],54.55,54.55
MORDRED,1359,4,5,[54.26],54.26,54.55
MORDRED,1359,5,6,[50.55],50.55,54.55
MORDRED,1359,6,7,[28.02],28.02,54.55
MORDRED,1359,7,8,[0.0],0.0,54.55
MORDRED,1359,8,9,[0.0],0.0,54.55
MORDRED,1359,9,10,[7.42],7.42,54.55
MORDRED,1359,10,11,[80.65],80.65,80.65
MORDRED,1359,11,12,[51.32],51.32,80.65
MORDRED,1359,12,13,[99.98],99.98,99.98
MORDRED,1359,13,14,[62.33],62.33,99.98
MORDRED,1359,14,15,[71.81],71.81,99.98
MORDRED,1359,15,16,[60.29],60.29,99.98
MORDRED,1359,16,17,[50.74],50.74,99.98
MORDRED,1359,17,18,[0.0],0.0,99.98
MORDRED,1359,18,19,[80.86],80.86,99.98
MORDRED,1359,19,20,[45.73],45.73,99.98
MORDRED,1359,20,21,[63.2],63.2,99.98
MORDRED,1359,21,22,[3.6],3.6,99.98
MORDRED,1359,22,23,[5.22],5.22,99.98
MORDRED,1359,23,24,[20.72],20.72,99.98
MORDRED,1359,24,25,[5.75],5.75,99.98
MORDRED,1359,25,26,[2.41],2.41,99.98
MORDRED,1359,26,27,[5.47],5.47,99.98
MORDRED,1359,27,28,[5.49],5.49,99.98
MORDRED,1359,28,29,[3.14],3.14,99.98
MORDRED,1359,29,30,[5.03],5.03,99.98
MORDRED,1359,30,31,[5.95],5.95,99.98
MORDRED,1359,31,32,[39.2],39.2,99.98
MORDRED,1359,32,33,[0.0],0.0,99.98
MORDRED,1359,33,34,[0.0],0.0,99.98
MORDRED,1359,34,35,[0.0],0.0,99.98
MORDRED,1359,35,36,[0.12],0.12,99.98
MORDRED,1359,36,37,[0.0],0.0,99.98
MORDRED,1359,37,38,[0.0],0.0,99.98
MORDRED,1359,38,39,[99.22],99.22,99.98
MORDRED,1359,39,40,[91.19],91.19,99.98
MORDRED,1360,0,1,[0.0],0.0,0.0
MORDRED,1360,1,2,[4.39],4.39,4.39
MORDRED,1360,2,3,[46.42],46.42,46.42
MORDRED,1360,3,4,[50.74],50.74,50.74
MORDRED,1360,4,5,[77.52],77.52,77.52
MORDRED,1360,5,6,[0.0],0.0,77.52
MORDRED,1360,6,7,[61.09],61.09,77.52
MORDRED,1360,7,8,[52.23],52.23,77.52
MORDRED,1360,8,9,[26.39],26.39,77.52
MORDRED,1360,9,10,[92.19],92.19,92.19
MORDRED,1360,10,11,[68.17],68.17,92.19
MORDRED,1360,11,12,[65.32],65.32,92.19
MORDRED,1360,12,13,[26.69],26.69,92.19
MORDRED,1360,13,14,[18.38],18.38,92.19
MORDRED,1360,14,15,[0.0],0.0,92.19
MORDRED,1360,15,16,[24.11],24.11,92.19
MORDRED,1360,16,17,[99.22],99.22,99.22
MORDRED,1360,17,18,[98.38],98.38,99.22
MORDRED,1360,18,19,[100.0],100.0,100.0
MORDRED,1360,19,20,[87.0],87.0,100.0
MORDRED,1360,20,21,[81.63],81.63,100.0
MORDRED,1360,21,22,[2.78],2.78,100.0
MORDRED,1360,22,23,[43.84],43.84,100.0
MORDRED,1360,23,24,[99.81],99.81,100.0
MORDRED,1360,24,25,[83.22],83.22,100.0
MORDRED,1360,25,26,[87.59],87.59,100.0
MORDRED,1360,26,27,[96.64],96.64,100.0
MORDRED,1360,27,28,[89.95],89.95,100.0
MORDRED,1360,28,29,[76.59],76.59,100.0
MORDRED,1360,29,30,[51.83],51.83,100.0
MORDRED,1360,30,31,[45.01],45.01,100.0
MORDRED,1360,31,32,[78.93],78.93,100.0
MORDRED,1360,32,33,[3.04],3.04,100.0
MORDRED,1360,33,34,[92.03],92.03,100.0
MORDRED,1360,34,35,[82.13],82.13,100.0
MORDRED,1360,35,36,[5.65],5.65,100.0
MORDRED,1360,36,37,[95.48],95.48,100.0
MORDRED,1360,37,38,[66.84],66.84,100.0
MORDRED,1360,38,39,[83.62],83.62,100.0
MORDRED,1360,39,40,[77.58],77.58,100.0
MORDRED,1361,0,1,[8.14],8.14,8.14
MORDRED,1361,1,2,[23.8],23.8,23.8
MORDRED,1361,2,3,[0.0],0.0,23.8
MORDRED,1361,3,4,[26.3],26.3,26.3
MORDRED,1361,4,5,[24.55],24.55,26.3
MORDRED,1361,5,6,[50.7],50.7,50.7
MORDRED,1361,6,7,[22.07],22.07,50.7
MORDRED,1361,7,8,[92.03],92.03,92.03
MORDRED,1361,8,9,[92.19],92.19,92.19
MORDRED,1361,9,10,[19.71],19.71,92.19
MORDRED,1361,10,11,[61.09],61.09,92.19
MORDRED,1361,11,12,[13.88],13.88,92.19
MORDRED,1361,12,13,[95.48],95.48,95.48
MORDRED,1361,13,14,[99.22],99.22,99.22
MORDRED,1361,14,15,[96.64],96.64,99.22
MORDRED,1361,15,16,[98.38],98.38,99.22
MORDRED,1361,16,17,[88.89],88.89,99.22
MORDRED,1361,17,18,[32.21],32.21,99.22
MORDRED,1361,18,19,[83.22],83.22,99.22
MORDRED,1361,19,20,[30.41],30.41,99.22
MORDRED,1361,20,21,[99.98],99.98,99.98
MORDRED,1361,21,22,[80.86],80.86,99.98
MORDRED,1361,22,23,[91.19],91.19,99.98
MORDRED,1361,23,24,[50.74],50.74,99.98
MORDRED,1361,24,25,[60.29],60.29,99.98
MORDRED,1361,25,26,[81.63],81.63,99.98
MORDRED,1361,26,27,[2.78],2.78,99.98
MORDRED,1361,27,28,[99.81],99.81,99.98
MORDRED,1361,28,29,[89.95],89.95,99.98
MORDRED,1361,29,30,[0.89],0.89,99.98
MORDRED,1361,30,31,[100.0],100.0,100.0
MORDRED,1361,31,32,[83.85],83.85,100.0
MORDRED,1361,32,33,[6.2],6.2,100.0
MORDRED,1361,33,34,[43.84],43.84,100.0
MORDRED,1361,34,35,[59.82],59.82,100.0
MORDRED,1361,35,36,[45.85],45.85,100.0
MORDRED,1361,36,37,[87.59],87.59,100.0
MORDRED,1361,37,38,[71.81],71.81,100.0
MORDRED,1361,38,39,[1.62],1.62,100.0
MORDRED,1361,39,40,[80.65],80.65,100.0
MORDRED,1362,0,1,[38.53],38.53,38.53
MORDRED,1362,1,2,[0.0],0.0,38.53
MORDRED,1362,2,3,[30.17],30.17,38.53
MORDRED,1362,3,4,[6.48],6.48,38.53
MORDRED,1362,4,5,[50.74],50.74,50.74
MORDRED,1362,5,6,[77.52],77.52,77.52
MORDRED,1362,6,7,[0.0],0.0,77.52
MORDRED,1362,7,8,[92.03],92.03,92.03
MORDRED,1362,8,9,[65.32],65.32,92.03
MORDRED,1362,9,10,[19.13],19.13,92.03
MORDRED,1362,10,11,[29.51],29.51,92.03
MORDRED,1362,11,12,[62.75],62.75,92.03
MORDRED,1362,12,13,[0.0],0.0,92.03
MORDRED,1362,13,14,[26.56],26.56,92.03
MORDRED,1362,14,15,[95.48],95.48,95.48
MORDRED,1362,15,16,[38.8],38.8,95.48
MORDRED,1362,16,17,[96.64],96.64,96.64
MORDRED,1362,17,18,[89.95],89.95,96.64
MORDRED,1362,18,19,[99.81],99.81,99.81
MORDRED,1362,19,20,[98.38],98.38,99.81
MORDRED,1362,20,21,[83.22],83.22,99.81
MORDRED,1362,21,22,[87.59],87.59,99.81
MORDRED,1362,22,23,[2.78],2.78,99.81
MORDRED,1362,23,24,[92.19],92.19,99.81
MORDRED,1362,24,25,[99.22],99.22,99.81
MORDRED,1362,25,26,[78.19],78.19,99.81
MORDRED,1362,26,27,[32.21],32.21,99.81
MORDRED,1362,27,28,[58.4],58.4,99.81
MORDRED,1362,28,29,[18.16],18.16,99.81
MORDRED,1362,29,30,[83.85],83.85,99.81
MORDRED,1362,30,31,[15.64],15.64,99.81
MORDRED,1362,31,32,[18.61],18.61,99.81
MORDRED,1362,32,33,[81.63],81.63,99.81
MORDRED,1362,33,34,[68.17],68.17,99.81
MORDRED,1362,34,35,[74.3],74.3,99.81
MORDRED,1362,35,36,[0.51],0.51,99.81
MORDRED,1362,36,37,[5.65],5.65,99.81
MORDRED,1362,37,38,[52.08],52.08,99.81
MORDRED,1362,38,39,[33.69],33.69,99.81
MORDRED,1362,39,40,[98.49],98.49,99.81
MORDRED,1363,0,1,[7.61],7.61,7.61
MORDRED,1363,1,2,[0.0],0.0,7.61
MORDRED,1363,2,3,[8.82],8.82,8.82
MORDRED,1363,3,4,[53.02],53.02,53.02
MORDRED,1363,4,5,[83.62],83.62,83.62
MORDRED,1363,5,6,[37.37],37.37,83.62
MORDRED,1363,6,7,[89.95],89.95,89.95
MORDRED,1363,7,8,[26.39],26.39,89.95
MORDRED,1363,8,9,[2.82],2.82,89.95
MORDRED,1363,9,10,[95.48],95.48,95.48
MORDRED,1363,10,11,[38.8],38.8,95.48
MORDRED,1363,11,12,[12.14],12.14,95.48
MORDRED,1363,12,13,[92.19],92.19,95.48
MORDRED,1363,13,14,[71.81],71.81,95.48
MORDRED,1363,14,15,[98.38],98.38,98.38
MORDRED,1363,15,16,[99.81],99.81,99.81
MORDRED,1363,16,17,[99.22],99.22,99.81
MORDRED,1363,17,18,[83.85],83.85,99.81
MORDRED,1363,18,19,[0.0],0.0,99.81
MORDRED,1363,19,20,[83.22],83.22,99.81
MORDRED,1363,20,21,[0.89],0.89,99.81
MORDRED,1363,21,22,[52.47],52.47,99.81
