% of data used,Random_Seed,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Best cumulative yield,Initial_Data
0,1379,5,12,"[39.39, 73.59]",73.59,73.59,
0,1379,6,14,"[64.46, 57.68]",64.46,73.59,
0,1379,7,16,"[43.79, 36.7]",43.79,73.59,
0,1379,8,18,"[11.61, 31.29]",31.29,73.59,
0,1379,9,20,"[55.96, 52.69]",55.96,73.59,
0,1380,0,2,"[0.0, 41.64]",41.64,41.64,
0,1380,1,4,"[2.41, 5.47]",5.47,41.64,
0,1380,2,6,"[5.49, 0.12]",5.49,41.64,
0,1380,3,8,"[0.0, 0.0]",0.0,41.64,
0,1380,4,10,"[31.32, 80.69]",80.69,80.69,
0,1380,5,12,"[96.38, 68.35]",96.38,96.38,
0,1380,6,14,"[53.52, 50.69]",53.52,96.38,
0,1380,7,16,"[31.29, 82.33]",82.33,96.38,
0,1380,8,18,"[50.75, 6.4]",50.75,96.38,
0,1380,9,20,"[100.0, 2.15]",100.0,100.0,
0,1381,0,2,"[75.39, 4.09]",75.39,75.39,
0,1381,1,4,"[2.41, 5.47]",5.47,75.39,
0,1381,2,6,"[5.49, 0.12]",5.49,75.39,
0,1381,3,8,"[0.0, 0.0]",0.0,75.39,
0,1381,4,10,"[0.0, 73.33]",73.33,75.39,
0,1381,5,12,"[31.13, 84.62]",84.62,84.62,
0,1381,6,14,"[73.08, 79.76]",79.76,84.62,
0,1381,7,16,"[56.5, 8.84]",56.5,84.62,
0,1381,8,18,"[76.63, 73.93]",76.63,84.62,
0,1381,9,20,"[81.66, 5.53]",81.66,84.62,
0,1382,0,2,"[14.36, 0.83]",14.36,14.36,
